problem_id,domain,problem,previous_steps,current_step,next_step,step_index,label,error_type,explanation,source
lim-8491,calculus,Найдите предел lim_{x->0} sin(x)/x.,При x -> 0 числитель и знаменатель стремятся к 0.,Дальше применяем известный факт.,Предел равен 1.,2,suspicious,invalid_transition,Не назван конкретный замечательный предел.,toy_synthetic_baseline
lim-8491,calculus,Найдите предел lim_{x->0} sin(x)/x.,При x -> 0 числитель и знаменатель стремятся к 0.,"Следовательно, предел равен 1.",,2,incomplete,invalid_transition,Нужно сослаться на замечательный предел или доказать переход.,toy_synthetic_baseline
lineq-3-6--9-6718,algebra,Решите линейное уравнение 3\(x\) + 6 = -9.,,Получаем 3x = -15.,x = -15/3 = -5.,1,correct,none,Свободный член перенесён корректно.,toy_synthetic_baseline
lineq-3-6--9-6718,algebra,Решите линейное уравнение 3\(x\) + 6 = -9.,Получаем 3x = -15.,x = -15/3 = -7.,Ответ: -7.,2,incorrect,calculation_error,Ошибка при делении коэффициента.,toy_synthetic_baseline
lineq-3-6--9-6718,algebra,Решите линейное уравнение 3\(x\) + 6 = -9.,Получаем 3x = -15. ||| x = -15/3 = -5.,Ответ: -5.,,3,correct,none,Ответ совпадает с найденным значением.,toy_synthetic_baseline
lim-5956,calculus,Найдите предел lim_{x->0} sin(x)/x.,,При x -> 0 числитель и знаменатель стремятся к 0.,Используем замечательный предел.,1,correct,none,Неопределённость замечена верно.,toy_synthetic_baseline
lim-5956,calculus,Найдите предел lim_{x->0} sin(x)/x.,При x -> 0 числитель и знаменатель стремятся к 0.,Дальше применяем известный факт.,Предел равен 1.,2,suspicious,invalid_transition,Не назван конкретный замечательный предел.,toy_synthetic_baseline
lim-5956,calculus,Найдите предел lim_{x->0} sin(x)/x.,При x -> 0 числитель и знаменатель стремятся к 0.,"Следовательно, предел равен 1.",,2,incomplete,invalid_transition,Нужно сослаться на замечательный предел или доказать переход.,toy_synthetic_baseline
mat-5--3-5-1-5333,linear_algebra,"Найдите determinant матрицы [[5, -3], [5, 1]].",,det A = 5*1 - -3*5.,det A = 20.,1,correct,none,Формула определителя 2x2 записана верно.,toy_synthetic_baseline
mat-5--3-5-1-5333,linear_algebra,"Найдите determinant матрицы [[5, -3], [5, 1]].",,det A = 5*1 + -3*5 = -10.,,1,incorrect,sign_error,В формуле определителя нужен минус.,toy_synthetic_baseline
mat-5--3-5-1-5333,linear_algebra,"Найдите determinant матрицы [[5, -3], [5, 1]].",det A = 5*1 - -3*5.,Ответ: det A = 20.,,2,correct,none,Ответ согласован с вычислением.,toy_synthetic_baseline
prob-3-7-6617,probability,В урне 3 красных и 7 синих шаров. Два шара вытаскивают без возвращения. Найдите вероятность двух красных шаров.,,Вероятность первого красного шара равна 3/10.,Вероятность второго красного шара равна 2/9.,1,correct,none,Вероятность первого выбора записана верно.,toy_synthetic_baseline
prob-3-7-6617,probability,В урне 3 красных и 7 синих шаров. Два шара вытаскивают без возвращения. Найдите вероятность двух красных шаров.,Вероятность первого красного шара равна 3/10.,Вероятность второго красного шара равна 3/10.,Перемножаем вероятности.,2,incorrect,probability_without_replacement,После первого выбора состав урны меняется.,toy_synthetic_baseline
